name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
Patriot Viper Steel 32 GB,69.98,"4,3600","2,16",2.187,Silver / Black,10,18
TEAMGROUP T-Force Delta RGB 16 GB,42.99,"4,3000","2,8",2.687,Black,10.667,16
Kingston FURY Renegade 32 GB,149.99,"5,6000","2,16",4.687,White / Silver,10.667,32
ADATA XPG SPECTRIX D41 16 GB,,"4,3200","2,8",,Black,10,16
G.Skill Trident Z RGB 16 GB,62.99,"4,3600","2,8",3.937,Black,8.889,16
TEAMGROUP T-Create Expert 32 GB,129.99,"5,7200","2,16",4.062,White,9.444,34
Neo Forza FAYE 16 GB,,"4,4000","2,8",,Black / Silver,9.5,19
Corsair Vengeance RGB Pro 128 GB,324.99,"4,3600","4,32",2.539,Black,10,18
G.Skill Trident Z5 RGB 32 GB,112.99,"5,6000","2,16",3.531,White / Black,12,36
TEAMGROUP T-Force Delta RGB 64 GB,139.99,"4,3600","2,32",2.187,White,10,18
G.Skill Trident Z Neo 32 GB,84.99,"4,3600","2,16",2.656,Black / Silver,10,18
Corsair Vengeance LP 32 GB,172.45,"3,1600","4,8",5.389,Black / Yellow,11.25,9
Kingston Fury Renegade RGB 16 GB,49.99,"4,3600","2,8",3.124,Black,8.889,16
Kingston Fury Renegade RGB 32 GB,147.99,"5,6000","2,16",4.625,Silver / Black,10.667,32
Corsair Dominator Titanium 32 GB,189.99,"5,6400","2,16",5.937,White,10,32
TEAMGROUP T-Force Delta RGB 48 GB,209.99,"5,7200","2,24",4.375,White,9.444,34
Silicon Power XPOWER Zenith Gaming 64 GB,,"5,6000","2,32",,Black,10,30
G.Skill Ripjaws V 32 GB,64.99,"4,3600","2,16",2.031,White / Black,10,18
Corsair Dominator Platinum RGB 64 GB,229.99,"5,5200","2,32",3.594,White,15.385,40
Kingston FURY Beast RGB 16 GB,89.26,"5,5600","2,8",5.579,Black,12.857,36
Corsair Vengeance RGB 64 GB,294.99,"5,6400","4,16",4.609,Black / Gray,10,32
Crucial Pro 48 GB,142.99,"5,5600","2,24",2.979,Black,16.429,46
G.Skill Flare X 16 GB,72.99,"4,3200","2,8",4.562,Black,8.75,14
Corsair Vengeance 32 GB,139.99,"5,6800","2,16",4.375,Black,11.765,40
G.Skill Aegis 16 GB,30.99,"4,2666","1,16",1.937,Black / Red,14.254,19
Kingston HyperX Fury 16 GB,,"4,2133","2,8",,Black / White,13.127,14
Corsair Vengeance RGB Pro SL 32 GB,92.99,"4,3200","2,16",2.906,White / Black,10,16
Patriot Viper 4 Blackout 8 GB,26.99,"4,3200","2,4",3.374,Black,11.875,19
Kingston FURY Beast 32 GB,78.77,"4,3200","2,16",2.462,Black,10,16
Corsair Vengeance RGB Pro 16 GB,69.98,"4,3600","2,8",4.374,White,10,18
Corsair Dominator Titanium First Edition 48 GB,289.99,"5,7200","2,24",6.041,White,10,36
Corsair Vengeance 32 GB,94.99,"5,5200","1,32",2.968,Black,15.385,40
TEAMGROUP T-Create Expert 96 GB,349.99,"5,6800","2,48",3.646,White,10.588,36
Corsair Vengeance LPX 8 GB,24.99,"4,3000","1,8",3.124,Black,10.667,16
Patriot Viper Venom 32 GB,93.99,"5,5600","2,16",2.937,Black / White,12.857,36
Corsair Dominator Platinum RGB 32 GB,124.99,"4,3600","2,16",3.906,Black,10,18
TEAMGROUP T-Force Delta RGB 32 GB,104.99,"5,6200","2,16",3.281,White,12.258,38
Corsair Vengeance LPX 16 GB,44.99,"4,3000","2,8",2.812,Black,10.667,16
Patriot PSD34G160081 4 GB,8.99,"3,1600","1,4",2.248,Green,13.75,11
G.Skill Trident Z RGB 256 GB,579.99,"4,3600","8,32",2.266,Black,10,18
G.Skill Trident Z5 RGB 32 GB,,"5,6000","2,16",,Black,13.333,40
Kingston FURY Renegade 16 GB,119.81,"4,5133","2,8",7.488,Black,7.793,20
Corsair Vengeance 32 GB,104.99,"5,5600","2,16",3.281,Black / Gray,14.286,40
TEAMGROUP T-Create Expert 16 GB,37.99,"4,3600","2,8",2.374,Gray,10,18
G.Skill Ripjaws S5 32 GB,97.99,"5,5200","2,16",3.062,Black,13.846,36
TEAMGROUP Elite 16 GB,42.99,"5,6000","1,16",2.687,Black,16,48
G.Skill Trident Z5 RGB 32 GB,124.99,"5,6600","2,16",3.906,Black,10.303,34
Corsair Vengeance 64 GB,177.83,"5,5600","2,32",2.779,Black / Gray,14.286,40
TEAMGROUP T-Force Delta RGB 32 GB,104.99,"5,5600","2,16",3.281,Black,11.429,32
ADATA XPG Lancer Blade RGB 32 GB,118.99,"5,6000","2,16",3.718,White,10,30
Corsair Dominator Platinum RGB 64 GB,289.99,"5,6000","2,32",4.531,Black,10,30
Corsair Vengeance RGB RS 32 GB,94.99,"4,3600","2,16",2.968,Black / Gray,10,18
Patriot Signature Line 16 GB,39.99,"5,4800","1,16",2.499,Black,16.667,40
Corsair Dominator Platinum RGB 32 GB,164.99,"5,6000","2,16",5.156,Black,12,36
G.Skill Trident Z RGB 256 GB,,"4,3600","8,32",,,8.889,16
G.Skill Trident Z5 Neo RGB 32 GB,116.99,"5,5600","2,16",3.656,Black,10,28
TEAMGROUP T-Force Delta RGB 32 GB,189.99,"5,7800","2,16",5.937,Black / Silver,9.744,38
Corsair Vengeance RGB 96 GB,369.99,"5,6000","4,24",3.854,Black,10,30
TEAMGROUP T-Force Delta RGB 32 GB,191.36,"5,8000","2,16",5.98,Black / Silver,9.5,38
Crucial Classic 16 GB,,"5,5200","2,8",,Black,16.154,42
Corsair Dominator Platinum RGB 64 GB,229.99,"5,5200","2,32",3.594,Black,15.385,40
TEAMGROUP Elite 8 GB,23.4,"4,3200","1,8",2.925,Black,13.75,22
Patriot Viper Elite II 32 GB,67.98,"4,4000","2,16",2.124,Red / Black,10,20
G.Skill Ripjaws S5 64 GB,189.99,"5,5600","2,32",2.969,White,10,28
Gigabyte AORUS RGB 16 GB,54.99,"4,3733","2,8",3.437,Gray,9.644,18
Corsair Vengeance RGB Pro 32 GB,,"4,3200","2,16",,White,10,16
Kingston ValueRAM 4 GB,35.52,"2,800","2,2",8.88,Green,15,6
Corsair Vengeance RGB 96 GB,314.99,"5,6000","4,24",3.281,Black,13.333,40
GeIL Dragon RAM 16 GB,,"4,3200","2,8",,White / Gold,9.375,15
GeIL Orion AMD Edition 16 GB,,"4,3600","2,8",,Gray,10,18
G.Skill TridentZ RGB 32 GB,143.51,"4,4800","2,16",4.485,Black,8.333,20
Crucial Ballistix 16 GB,,"4,3600","2,8",,Black,8.889,16
Corsair Vengeance RGB 96 GB,374.99,"5,6600","2,48",3.906,Black / Silver,9.697,32
G.Skill Trident Z RGB 32 GB,152.99,"4,3200","2,16",4.781,Black,8.75,14
Patriot Viper Steel RGB 32 GB,68.99,"4,3600","2,16",2.156,Black,11.111,20
Corsair Vengeance LPX 256 GB,669.99,"4,3600","8,32",2.617,Black / Yellow,10,18
Corsair Vengeance RGB Pro 8 GB,29.99,"4,3200","1,8",3.749,Black,10,16
Mushkin Redline 32 GB,179.75,"4,3600","2,16",5.617,White,8.889,16
Silicon Power SP016GBLFU320B22 16 GB,33.99,"4,3200","2,8",2.124,,13.75,22
Corsair Vengeance RGB 48 GB,179.99,"5,6000","2,24",3.75,Black / Silver,10,30
Crucial CT16G56C46U5 16 GB,50.7,"5,5600","1,16",3.169,Black,16.429,46
Thermaltake TOUGHRAM XG RGB D5 32 GB,249.99,"5,6000","2,16",7.812,White / Silver,12,36
Patriot Viper 3 8 GB,19.98,"3,1600","2,4",2.498,Black / Silver,11.25,9
Kingston HyperX Fury 8 GB,,"3,1600","2,4",,Blue / Silver,12.5,10
G.Skill Trident Z5 RGB 64 GB,214.99,"5,6000","2,32",3.359,White / Black,10,30
Corsair Vengeance LPX 32 GB,69.99,"4,3000","1,32",2.187,Black / Yellow,10.667,16
G.Skill Ripjaws V 16 GB,83.33,"4,3600","2,8",5.208,Black,8.889,16
G.Skill Trident Z5 Neo RGB 48 GB,189.99,"5,6400","2,24",3.958,Black,10,32
G.Skill Ripjaws V 64 GB,124.99,"4,3200","2,32",1.953,Black,10,16
Patriot Viper 4 Blackout 16 GB,35.99,"4,3000","2,8",2.249,Black,10.667,16
Corsair Vengeance RGB Pro 32 GB,139.99,"4,3600","4,8",4.375,White,10,18
Corsair Vengeance LED 64 GB,,"4,3000","4,16",,Black / White,10,15
TEAMGROUP T-Force Vulcan TUF Gaming Alliance 16 GB,38.99,"4,3200","2,8",2.437,Gold / Black,10,16
Kingston FURY Beast 32 GB,130.94,"5,6000","2,16",4.092,Black,13.333,40
Corsair CMV8GX4M1A2133C15 8 GB,19.99,"4,2133","1,8",2.499,Black,14.065,15
Corsair Vengeance LPX 32 GB,,"4,3200","2,16",,White,10,16
Kingston HyperX Fury 16 GB,,"4,2400","2,8",,Black / White,12.5,15
Corsair Vengeance RGB 32 GB,129.99,"5,6200","2,16",4.062,Black,11.613,36
TEAMGROUP T-Force Vulcan Z 16 GB,,"4,4000","2,8",,Gray,9,18
Corsair Vengeance 96 GB,299.99,"5,5600","4,24",3.125,Black / Silver,14.286,40
Patriot Viper Venom 32 GB,119.99,"5,7200","2,16",3.75,Black / White,9.444,34
G.Skill Trident Z5 RGB 32 GB,116.99,"5,6000","2,16",3.656,Black,10,30
Kingston FURY Beast 8 GB,44.69,"5,6000","1,8",5.586,Black,13.333,40
G.Skill Trident Z5 Neo RGB 32 GB,115.99,"5,6000","2,16",3.625,Black,10.667,32
Corsair Dominator Platinum RGB 64 GB,289.99,"5,6000","2,32",4.531,Black,10,30
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB,96.99,"5,5200","2,16",3.031,Black,15.385,40
TEAMGROUP T-Force Vulcan Z 16 GB,39.99,"4,3600","2,8",2.499,Red,10,18
G.Skill Aegis 16 GB,35.9,"4,3200","1,16",2.244,Red / Black,10,16
G.Skill Trident Z5 RGB 48 GB,159.99,"5,6400","2,24",3.333,Black,10,32
G.Skill Trident Z RGB 16 GB,55.99,"4,3000","2,8",3.499,Black,10.667,16
Patriot Viper Elite 5 RGB 16 GB,63.13,"5,6000","1,16",3.946,White,14,42
Corsair Vengeance RGB 32 GB,123.35,"5,5600","2,16",3.855,Black,12.857,36
Kingston FURY Beast RGB 32 GB,139.99,"5,6000","2,16",4.375,Black,13.333,40
PNY XLR8 Gaming EPIC-X RGB 16 GB,47.99,"4,3600","2,8",2.999,Black,10,18
Klevv CRAS X RGB 16 GB,50.99,"4,3600","2,8",3.187,Black,10,18
Kingston FURY Beast 16 GB,47.87,"4,2666","2,8",2.992,Black,12.003,16
Patriot Viper Elite II 4 GB,,"4,2666","1,4",,Red / Black,12.003,16
Corsair Vengeance RGB Pro SL 16 GB,59.99,"4,3200","2,8",3.749,Black,10,16
Kingston FURY Renegade 64 GB,253.1,"5,6000","2,32",3.955,White / Silver,10.667,32
G.Skill Ripjaws V 32 GB,139.99,"4,4600","2,16",4.375,Black,8.261,19
Corsair Vengeance 32 GB,137.99,"5,6400","2,16",4.312,White / Gray,10,32
G.Skill Trident Z5 RGB 32 GB,112.99,"5,6000","2,16",3.531,White / Black,12,36
Corsair Vengeance LPX 16 GB,39.99,"4,3200","1,16",2.499,Black / Yellow,10,16
ADATA XPG SPECTRIX D50 32 GB,102.19,"4,3200","2,16",3.193,White,10,16
G.Skill TridentZ RGB 64 GB,,"4,4600","2,32",,Black,8.696,20
OLOy Blade RGB 64 GB,197.99,"5,6400","2,32",3.094,Black,10,32
Corsair Vengeance RGB Pro 16 GB,49.99,"4,3600","1,16",3.124,Black,10,18
Silicon Power SP016GBLFU320X02 16 GB,30.99,"4,3200","1,16",1.937,,13.75,22
ADATA XPG LANCER 16 GB,,"5,5200","2,8",,Black,14.615,38
G.Skill Ripjaws V 16 GB,49.99,"4,4000","2,8",3.124,Black,9,18
Corsair Vengeance 64 GB,239.99,"5,5600","4,16",3.75,Black,12.857,36
Patriot Viper Steel RGB 16 GB,46.99,"4,3600","2,8",2.937,Black,11.111,20
Patriot Signature Line 16 GB,51.99,"5,4800","2,8",3.249,Black,16.667,40
G.Skill Ripjaws V 8 GB,27.99,"4,2400","2,4",3.499,Black / Red,12.5,15
OLOy MD4U0836180BHKDA 16 GB,38.99,"4,3600","2,8",2.437,Black,10,18
Patriot Signature Line 16 GB,33.99,"4,3200","2,8",2.124,,11.875,19
OLOy Blade RGB 32 GB,,"5,6400","2,16",,Black,10,32
G.Skill Trident Z5 RGB 32 GB,124.99,"5,6600","2,16",3.906,White / Black,10.303,34
G.Skill Trident Z5 RGB 64 GB,194.99,"5,6000","2,32",3.047,White / Black,12,36
G.Skill Aegis 8 GB,22.94,"4,3200","1,8",2.868,Red / Black,10,16
TEAMGROUP Elite 16 GB,42.99,"5,5600","1,16",2.687,Black,16.429,46
G.Skill Ripjaws S5 32 GB,104.99,"5,6000","2,16",3.281,Black,10.667,32
TEAMGROUP T-Force Zeus 32 GB,106.19,"4,3200","2,16",3.318,Red / Silver,10,16
Kingston FURY 64 GB,264.07,"5,5200","4,16",4.126,White,15.385,40
G.Skill Flare X5 48 GB,139.99,"5,6000","2,24",2.916,Black,13.333,40
G.Skill Trident Z5 RGB 32 GB,164.99,"5,7600","2,16",5.156,Silver / Black,9.474,36
Patriot Viper Elite II 16 GB,33.99,"4,4000","1,16",2.124,Red / Black,10,20
ADATA XPG Lancer Blade 32 GB,99.99,"5,6000","2,16",3.125,White,10,30
Corsair Dominator Titanium First Edition 32 GB,234.99,"5,7200","2,16",7.343,White,9.444,34
G.Skill Ripjaws V 32 GB,97.99,"4,3600","4,8",3.062,Black,8.889,16
TEAMGROUP Elite 16 GB,30.99,"4,2666","1,16",1.937,Black,14.254,19
Crucial Ballistix Sport LT 16 GB,,"4,3200","2,8",,Silver / Black,10,16
Corsair Vengeance RGB 64 GB,252.63,"5,5600","2,32",3.947,Black / Gray,12.857,36
Corsair Vengeance 32 GB,149.99,"5,7000","2,16",4.687,Black / Silver,11.429,40
TEAMGROUP T-Force Vulcan 16 GB,64.99,"5,5200","2,8",4.062,Black,15.385,40
Samsung M393A8G40MB2-CVF 64 GB,110,"4,2933","1,64",1.719,Green / Black,14.32,21
Kingston FURY Beast RGB 16 GB,71.73,"5,6000","1,16",4.483,Black,12,36
Corsair Vengeance LPX 64 GB,219.99,"4,4000","4,16",3.437,Black,9,18
TEAMGROUP T-Create Expert 64 GB,194.99,"5,6400","2,32",3.047,White,10.625,34
G.Skill Ripjaws S5 32 GB,98.99,"5,5600","2,16",3.093,Black,12.857,36
TEAMGROUP T-Force Delta RGB 64 GB,144.99,"4,3200","2,32",2.265,White,10,16
Corsair Vengeance RGB Pro 256 GB,1454.99,"4,3000","8,32",5.684,Black,10.667,16
G.Skill Aegis 32 GB,56,"4,2666","2,16",1.75,Black / Red,14.254,19
Corsair Dominator Titanium 32 GB,194.99,"5,6600","2,16",6.093,Black,9.697,32
Corsair Dominator Platinum RGB 16 GB,89.99,"4,3600","2,8",5.624,Black,10,18
Corsair Vengeance RGB Pro 16 GB,59.99,"4,3000","2,8",3.749,Black,10.667,16
ADATA XPG GAMMIX D45 16 GB,53.19,"4,3200","2,8",3.324,Black,10,16
Corsair Dominator Titanium 32 GB,184.99,"5,6000","2,16",5.781,Black,10,30
Kingston FURY Renegade 32 GB,259.2,"5,7200","2,16",8.1,White / Silver,10.556,38
Silicon Power XPOWER Turbine RGB 32 GB,64.99,"4,3200","2,16",2.031,Silver / Black,10,16
G.Skill Ripjaws S5 64 GB,177.99,"5,5200","2,32",2.781,Black,13.846,36
TEAMGROUP T-Force Xtreem ARGB 16 GB,65.98,"4,3600","2,8",4.124,White,10,18
G.Skill TridentZ RGB 128 GB,779.99,"4,3600","8,16",6.094,Black,7.778,14
Corsair Vengeance RGB 32 GB,109.87,"5,5200","2,16",3.433,Black,15.385,40
Timetec PINNACLE Konduit 32 GB,61.99,"4,3200","2,16",1.937,Black,10,16
Patriot Viper 4 Blackout 16 GB,43.98,"4,3200","2,8",2.749,Black,10,16
Kingston FURY Beast RGB 32 GB,124.99,"5,5200","2,16",3.906,Black,15.385,40
Corsair Vengeance LPX 8 GB,24.99,"4,3200","1,8",3.124,Black,10,16
Corsair Vengeance 32 GB,159.99,"5,7000","2,16",5,Gray,9.714,34
Crucial Ballistix 16 GB,,"4,3000","2,8",,Red,10,15
G.Skill Trident Z5 32 GB,115.99,"5,6400","2,16",3.625,Black,10,32
Patriot Viper Steel 16 GB,,"4,4400","2,8",,Silver / Black,8.636,19
G.Skill TridentZ RGB 16 GB,115.92,"4,4000","2,8",7.245,Black,8.5,17
Corsair Vengeance LPX 32 GB,75.98,"4,2400","2,16",2.374,Black / Yellow,11.667,14
G.Skill Trident Z Neo 32 GB,119.99,"4,3600","4,8",3.75,Silver / Black,10,18
Kingston KVR16N11S8/4 4 GB,16.98,"3,1600","1,4",4.245,Green,13.75,11
G.Skill Ripjaws V 64 GB,142.99,"4,3600","4,16",2.234,Black,10,18
G.Skill Ripjaws X 16 GB,44.99,"3,1600","2,8",2.812,Black / Blue,11.25,9
Corsair Dominator Titanium 64 GB,309.99,"5,6400","2,32",4.844,White,10,32
Kingston FURY Beast 8 GB,40.15,"5,5600","1,8",5.019,Black,14.286,40
Corsair Vengeance 32 GB,114.99,"5,6200","2,16",3.593,Black,11.613,36
TEAMGROUP T-Create Classic 64 GB,164.99,"5,5600","2,32",2.578,Black,16.429,46
Kingston Server Premier 64 GB,139.99,"4,3200","1,64",2.187,,13.75,22
Patriot Signature Premium 16 GB,32.99,"4,2666","1,16",2.062,Black,14.254,19
Kingston HyperX Predator 16 GB,,"4,3200","2,8",,Black / Silver,10,16
TEAMGROUP T-Force Delta RGB 32 GB,164.99,"5,7600","2,16",5.156,Black / Silver,9.474,36
Kingston FURY Beast RGB 8 GB,34.04,"4,3200","1,8",4.255,Black / Silver,10,16
Crucial Ballistix 8 GB,,"4,3600","1,8",,Black,8.889,16
G.Skill Trident Z5 Neo RGB 64 GB,209.99,"5,6000","2,32",3.281,Black / Silver,10.667,32
G.Skill Trident Z Neo 64 GB,149.99,"4,3600","2,32",2.344,Silver / Black,10,18
G.Skill Ripjaws S5 64 GB,244.49,"5,6000","2,32",3.82,White,10,30
Crucial CT4G4DFS8213 4 GB,12,"4,2133","1,4",3,Black / Green,14.065,15
ADATA XPG SPECTRIX D50 16 GB,95,"4,3600","2,8",5.938,Black,10,18
Corsair Vengeance 32 GB,109.99,"5,6000","2,16",3.437,Black,13.333,40
Patriot Viper Venom 32 GB,180.48,"5,6800","2,16",5.64,Black / White,10,34
G.Skill Trident Z RGB 16 GB,64.98,"4,4000","2,8",4.061,Black,9,18
G.Skill Trident Z5 RGB 32 GB,239.99,"5,8000","2,16",7.5,Silver / Black,9.5,38
TEAMGROUP T-Force Vulcan Z 8 GB,26.29,"4,3200","1,8",3.286,Black,10,16
Patriot Viper Elite II 64 GB,109.99,"4,3600","2,32",1.719,Red / Black,11.111,20
Klevv BOLT X 32 GB,61.99,"4,3600","2,16",1.937,Black,10,18
G.Skill Ripjaws 4 16 GB,,"4,3000","2,8",,Blue,10,15
Patriot Viper Steel 64 GB,113.99,"4,3200","2,32",1.781,Gray,10,16
TEAMGROUP T-Create Classic 64 GB,174.99,"5,6000","2,32",2.734,Black,16,48
G.Skill Trident Z5 RGB 48 GB,229.99,"5,7600","2,24",4.791,Black,10,38
G.Skill Trident Z Royal 128 GB,879,"4,3600","4,32",6.867,Gold,8.889,16
Kingston Fury Renegade RGB 32 GB,125.75,"4,3600","2,16",3.93,Black / Silver,8.889,16
G.Skill Trident Z Royal 64 GB,169.99,"4,3600","2,32",2.656,Silver,10,18
TEAMGROUP T-Force Vulcan Z 32 GB,59.99,"4,3600","2,16",1.875,Red,10,18
Corsair Vengeance LPX 16 GB,44.99,"4,2666","2,8",2.812,White,12.003,16
Kingston FURY Beast RGB 32 GB,129.3,"5,6000","1,32",4.041,Black,12,36
Corsair Vengeance RGB Pro SL 256 GB,1264.66,"4,3200","8,32",4.94,Black,10,16
Patriot Viper Steel 8 GB,20.99,"4,3200","1,8",2.624,Silver / Black,10,16
Corsair Vengeance RGB 32 GB,141.44,"5,6000","2,16",4.42,Black / Gray,12,36
Corsair Dominator Titanium 64 GB,334.99,"5,6000","4,16",5.234,Black,12,36
Corsair Vengeance 64 GB,259.99,"5,6200","4,16",4.062,Black / Gray,10.323,32
Klevv CRAS X RGB 32 GB,71.98,"4,3600","2,16",2.249,Black,10,18
Kingston Fury Beast RGB Special Edition 32 GB,107.83,"4,3600","2,16",3.37,White,10,18
ADATA XPG Z1 16 GB,,"4,3000","2,8",,Red / Black,10.667,16
Corsair Dominator Platinum RGB 32 GB,174.99,"5,6000","2,16",5.468,Black,10,30
Patriot Viper Venom 32 GB,124.99,"5,7400","2,16",3.906,Black / White,9.73,36
Corsair Dominator Platinum RGB 64 GB,246.29,"4,3600","4,16",3.848,White,10,18
Corsair Vengeance 64 GB,289.99,"5,6400","4,16",4.531,Black / Gray,10,32
Timetec PINNACLE Konduit 16 GB,32.99,"4,3600","1,16",2.062,White,10,18
Kingston FURY 16 GB,70.77,"5,5200","1,16",4.423,White,15.385,40
Crucial Ballistix 32 GB,,"4,3600","2,16",,Black,8.889,16
Kingston KSM48R40BD4TMM-64HMR 64 GB,229.99,"5,4800","1,64",3.594,Green,16.667,40
TEAMGROUP T-Force Vulcan Z 64 GB,124.99,"4,3200","2,32",1.953,Gray,10,16
Patriot Viper Xtreme 5 RGB 48 GB,244.99,"5,8000","2,24",5.104,Black,9.5,38
G.Skill Trident Z RGB 64 GB,,"4,4400","2,32",,,8.636,19
TEAMGROUP T-Force Delta RGB 32 GB,104.99,"5,6200","2,16",3.281,Black,12.258,38
TEAMGROUP T-Force Delta RGB 32 GB,119.99,"5,6800","2,16",3.75,White / Black,10,34
Lexar Ares RGB 16 GB,49.99,"4,3600","2,8",3.124,Black,10,18
G.Skill Ripjaws V 128 GB,234.99,"4,2666","4,32",1.836,Black,13.503,18
G.Skill Trident Z Neo 16 GB,59.99,"4,3600","2,8",3.749,Black / Silver,10,18
ADATA XPG LANCER RGB 32 GB,114.99,"5,5600","2,16",3.593,Black,12.857,36
Corsair Vengeance LPX 16 GB,42.98,"4,3200","2,8",2.686,Red,10,16
Thermaltake TOUGHRAM RGB 16 GB,134.97,"4,3600","2,8",8.436,Black / Silver,10,18
G.Skill Trident Z5 RGB 48 GB,209.99,"5,7200","2,24",4.375,White / Black,10,36
ADATA XPG LANCER RGB 32 GB,109.99,"5,5200","2,16",3.437,Black,14.615,38
Corsair Vengeance LPX 16 GB,44.99,"4,3600","1,16",2.812,Black,10,18
G.Skill NT 4 GB,,"4,2133","1,4",,Black,14.065,15
G.Skill Flare X5 32 GB,98.99,"5,5600","2,16",3.093,Black,12.857,36
G.Skill Ripjaws V 32 GB,69.98,"4,3600","2,16",2.187,Red / Black,10.556,19
Patriot Viper Elite 5 RGB 16 GB,59.99,"5,5600","1,16",3.749,White,13.571,38
Corsair Vengeance LPX 16 GB,64.99,"4,2666","4,4",4.062,Black / Yellow,11.253,15
Corsair Vengeance RGB 32 GB,343.18,"5,5600","2,16",10.724,White,12.857,36
TEAMGROUP T-Force Delta RGB 48 GB,209.99,"5,7200","2,24",4.375,Black,9.444,34
G.Skill Trident Z RGB 16 GB,87.99,"4,3200","2,8",5.499,Black,8.75,14
Corsair Dominator Platinum RGB 32 GB,169.99,"5,6000","2,16",5.312,White,12,36
Lexar THOR 16 GB,,"4,3600","2,8",,White,10,18
G.Skill Trident Z Neo 64 GB,196.99,"4,3600","2,32",3.078,Black / Silver,8.889,16
ADATA XPG LANCER RGB 32 GB,,"5,6000","2,16",,White,10,30
Patriot Viper Xtreme 5 32 GB,134.99,"5,7600","2,16",4.218,Black,9.474,36
Kingston FURY Beast 32 GB,93.02,"4,3200","4,8",2.907,Black,10,16
G.Skill Ripjaws V 8 GB,33.99,"4,3200","2,4",4.249,Black,10,16
G.Skill Ripjaws V 128 GB,259.99,"4,3600","4,32",2.031,Black,10,18
Corsair Vengeance RGB Pro SL 32 GB,124.99,"4,4000","2,16",3.906,Black,9,18
G.Skill TridentZ RGB 32 GB,149.99,"4,4600","2,16",4.687,Black,8.261,19
Kingston HyperX Fury 8 GB,,"4,2666","2,4",,Black / White,11.253,15
Crucial CT2K8G4DFS824A 16 GB,41.95,"4,2400","2,8",2.622,Green / Black,14.167,17
Crucial CT32G4DFD832A 32 GB,69,"4,3200","1,32",2.156,Green / Black,13.75,22
G.Skill Trident Z RGB 32 GB,,"4,3600","4,8",,Black,10,18
ADATA XPG LANCER RGB 16 GB,106.99,"5,5200","1,16",6.687,Black,14.615,38
Thermaltake TOUGHRAM XG RGB 64 GB,549.99,"4,4000","2,32",8.594,Black / Silver,9.5,19
Mushkin Enhanced Redline Stiletto 32 GB,79.99,"4,3600","2,16",2.5,Black,8.889,16
Corsair Vengeance RGB RT 16 GB,74.98,"4,3600","2,8",4.686,Black,8.889,16
Corsair Dominator Platinum RGB 32 GB,,"4,4000","2,16",,White,9.5,19
"Patriot Viper Xtreme Series, Division 4 16 GB",220,"3,2133","4,4",13.75,Black / Silver,10.314,11
Corsair Vengeance RGB 64 GB,189.99,"5,5200","2,32",2.969,White / Gray,15.385,40
Kingston Renegade Silver 32 GB,137.99,"5,6000","2,16",4.312,Silver / Black,10.667,32
TEAMGROUP Elite Plus 64 GB,,"5,4800","2,32",,Silver,16.667,40
TEAMGROUP T-Force Delta RGB 32 GB,189.99,"5,7800","2,16",5.937,White / Silver,9.744,38
Kingston HyperX Fury 4 GB,,"4,2666","1,4",,Black / Silver,12.003,16
Kingston Server Premier 64 GB,168.66,"4,2666","1,64",2.635,,14.254,19
G.Skill Trident Z Royal 16 GB,93.31,"4,3600","2,8",5.832,Silver,10,18
G.Skill Trident Z Neo 256 GB,589.99,"4,3200","8,32",2.305,Black / Silver,10,16
TEAMGROUP T-Force Delta TUF Gaming Alliance 16 GB,49.99,"4,3200","2,8",3.124,Black / Gold,10,16
Patriot Viper 3 16 GB,26.99,"3,1600","2,8",1.687,Black / Silver,11.25,9
Silicon Power XPOWER Zenith RGB Gaming 32 GB,69.98,"4,3200","2,16",2.187,Black,10,16
Crucial CT2K16G56C46U5 32 GB,94.99,"5,5600","2,16",2.968,Black,16.429,46
TEAMGROUP T-Force Vulcan alpha 32 GB,92.99,"5,6000","2,16",2.906,Red,12.667,38
Patriot Viper Elite II 8 GB,19.98,"4,3600","1,8",2.498,Red / Black,11.111,20
Crucial CT2K4G4DFS824A 8 GB,25.04,"4,2400","2,4",3.13,Green,14.167,17
G.Skill Trident Z5 RGB 32 GB,109.99,"5,5200","2,16",3.437,Black,13.846,36
OLOy Blade RGB 32 GB,97.99,"5,6000","2,16",3.062,Black,12,36
Patriot Viper Xtreme 5 RGB 32 GB,198.99,"5,8000","2,16",6.218,Black,9.5,38
Corsair Vengeance RGB Pro SL 32 GB,129.99,"4,3600","4,8",4.062,White,10,18
G.Skill Ripjaws V 16 GB,43.65,"4,2133","2,8",2.728,Black / Red,14.065,15
Kingston FURY Renegade 16 GB,220,"4,5000","2,8",13.75,Black,7.6,19
G.Skill Flare X5 96 GB,279.99,"5,5600","2,48",2.917,Black,14.286,40
G.Skill Trident Z 16 GB,49.99,"4,3200","2,8",3.124,Black / White,10,16
TEAMGROUP Elite 16 GB,33.99,"4,3200","2,8",2.124,Black,13.75,22
Kingston Server Premier 16 GB,39.99,"4,3200","1,16",2.499,,13.75,22
G.Skill Ripjaws V 32 GB,67.98,"4,3200","1,32",2.124,Black,10,16
Patriot Signature 4 GB,8.99,"3,1600","1,4",2.248,Black,13.75,11
TEAMGROUP T-Force Vulcan Z 64 GB,129.99,"4,3600","2,32",2.031,Gray,10,18
